osm_id,state,city,county,district,city_district,town,suburb,village,neighbourhood,road,address,status
908621532,Tỉnh Lạng Sơn,,Hữu Lũng,,,,,,,Quốc lộ 1,"Quốc lộ 1, Hữu Lũng, Tỉnh Lạng Sơn",3
907369983,Tỉnh Lạng Sơn,,Bình Gia,,,,,,,Vành đai 2,"Vành đai 2 (Quốc lộ 279), Bình Gia, Tỉnh Lạng Sơn",3
909615723,Tỉnh Bắc Kạn,,Chợ Mới,,,,,,,TL 256,"TL 256, Chợ Mới, Tỉnh Bắc Kạn",3
905095631,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,Ngõ 21 Trần Hưng Đạo,"Ngõ 21 Trần Hưng Đạo, Bắc Kạn, Tỉnh Bắc Kạn",3
907274470,Tỉnh Bắc Kạn,,Chợ Đồn,,,,,,,ĐT.254,"ĐT.254, Chợ Đồn, Tỉnh Bắc Kạn",3
938399358,Tỉnh Bắc Giang,,Yên Thế,,,,,,,DT.265,"DT.265, Yên Thế, Tỉnh Bắc Giang",3
978617885,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,Quốc lộ 3B,"Quốc lộ 3B, Bắc Kạn, Tỉnh Bắc Kạn",3
906017755,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,Hoàng Văn Thụ,"Hoàng Văn Thụ, Bắc Kạn, Tỉnh Bắc Kạn",3
980408130,Tỉnh Bắc Kạn,,Ba Bể,,,,,,,DT 25B. Mỹ Phương,"DT 25B. Mỹ Phương, Ba Bể, Tỉnh Bắc Kạn",3
932288343,Tỉnh Thái Nguyên,Thành phố Thái Nguyên,,,,,,,,ĐT269D,"ĐT269D, Thành phố Thái Nguyên, Tỉnh Thái Nguyên",3
921932920,Tỉnh Thái Nguyên,,Đại Từ,,,,,,,ĐT.263B,"ĐT.263B, Đại Từ, Tỉnh Thái Nguyên",3
926117034,Tỉnh Thái Nguyên,,Đại Từ,,,,,,,Đường tỉnh 261,"Đường tỉnh 261, Đại Từ, Tỉnh Thái Nguyên",3
920623370,Tỉnh Thái Nguyên,Thành phố Thái Nguyên,,,,,,,,Quốc lộ 3,"Quốc lộ 3, Thành phố Thái Nguyên, Tỉnh Thái Nguyên",3
982346879,Tỉnh Thái Nguyên,Thành phố Thái Nguyên,,,,,,,,ĐT262,"ĐT262, Thành phố Thái Nguyên, Tỉnh Thái Nguyên",3
936512024,Tỉnh Thái Nguyên,,Đại Từ,,,,,,,Đường tỉnh 263,"Đường tỉnh 263, Đại Từ, Tỉnh Thái Nguyên",3
935670066,Tỉnh Thái Nguyên,,Huyện Đồng Hỷ,,,,,,,Quốc lộ 1B,"Quốc lộ 1B, Huyện Đồng Hỷ, Tỉnh Thái Nguyên",3
935670065,Tỉnh Thái Nguyên,,Võ Nhai,,,,,,,QL.1B,"QL.1B, Võ Nhai, Tỉnh Thái Nguyên",3
806896282,Tỉnh Bắc Ninh,Thành phố Bắc Ninh,,,,,,,,Ngõ 40,"Ngõ 40, Thành phố Bắc Ninh, Tỉnh Bắc Ninh",3
906453614,Tỉnh Bắc Kạn,,Bạch Thông,,,,,,,Vành đai 2,"Vành đai 2 (Quốc lộ 279), Bạch Thông, Tỉnh Bắc Kạn",3
935725477,Tỉnh Thái Nguyên,,Võ Nhai,,,,,,,244,"244, Võ Nhai, Tỉnh Thái Nguyên",3
982346878,Tỉnh Thái Nguyên,Thành phố Thái Nguyên,,,,,,,,ĐT267,"ĐT267, Thành phố Thái Nguyên, Tỉnh Thái Nguyên",3
989870721,Tỉnh Lạng Sơn,,Bình Gia,,,Bình Gia,,,,Quốc lộ 1B,"Quốc lộ 1B, Bình Gia, Tỉnh Lạng Sơn",3
909827570,Tỉnh Lạng Sơn,,Bình Gia,,,,,,,Quốc lộ 1B,"Quốc lộ 1B, Bình Gia, Tỉnh Lạng Sơn",3
978943841,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,Đức Xuân,"Đức Xuân, Bắc Kạn, Tỉnh Bắc Kạn",3
911159342,Tỉnh Bắc Kạn,,Na Rì,,,,,,,TL 256,"TL 256, Na Rì, Tỉnh Bắc Kạn",3
909450183,Tỉnh Bắc Kạn,,Chợ Mới,,,,,,,Quốc lộ 3,"Quốc lộ 3, Chợ Mới, Tỉnh Bắc Kạn",3
934524231,Tỉnh Thái Nguyên,,Huyện Đồng Hỷ,,,,,,,Đường Lữ đoàn 575,"Đường Lữ đoàn 575, Huyện Đồng Hỷ, Tỉnh Thái Nguyên",3
904916892,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,Đường Phặc Tràng,"Đường Phặc Tràng, Bắc Kạn, Tỉnh Bắc Kạn",3
907918950,Tỉnh Bắc Kạn,,Chợ Mới,,,,,,,TL 256 ROUTE UNCERTAIN,"TL 256 ROUTE UNCERTAIN, Chợ Mới, Tỉnh Bắc Kạn",3
906453613,Tỉnh Bắc Kạn,,Bạch Thông,,,,,,,QL 279,"QL 279, Bạch Thông, Tỉnh Bắc Kạn",3
904742408,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,Nguyễn Văn Tố,"Nguyễn Văn Tố, Bắc Kạn, Tỉnh Bắc Kạn",3
904114037,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,Đội Kỳ,"Đội Kỳ, Bắc Kạn, Tỉnh Bắc Kạn",3
533158201,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,Nông Văn Quang,"Nông Văn Quang, Bắc Kạn, Tỉnh Bắc Kạn",3
533158193,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,Bàn Văn Hoan,"Bàn Văn Hoan, Bắc Kạn, Tỉnh Bắc Kạn",3
252631915,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,Cầu Bắc Kạn,"Cầu Bắc Kạn, Bắc Kạn, Tỉnh Bắc Kạn",3
595838805,Tỉnh Thái Nguyên,,Đại Từ,,,,,,,ĐT263C,"ĐT263C, Đại Từ, Tỉnh Thái Nguyên",3
368640991,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,Trần Hưng Đạo,"Trần Hưng Đạo, Bắc Kạn, Tỉnh Bắc Kạn",3
368862725,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,Phùng Chí Kiên,"Phùng Chí Kiên, Bắc Kạn, Tỉnh Bắc Kạn",3
368862716,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,Dương Mạc Hiếu,"Dương Mạc Hiếu, Bắc Kạn, Tỉnh Bắc Kạn",3
635149186,Tỉnh Thái Nguyên,,Phú Lương,,,,,,,Đường tỉnh 268,"Đường tỉnh 268, Phú Lương, Tỉnh Thái Nguyên",3
368862718,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,Nguyễn Văn Thoát,"Nguyễn Văn Thoát, Bắc Kạn, Tỉnh Bắc Kạn",3
466162596,Tỉnh Lạng Sơn,,Hữu Lũng,,,,,,,244,"244, Hữu Lũng, Tỉnh Lạng Sơn",3
533158261,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,Bản Áng,"Bản Áng, Bắc Kạn, Tỉnh Bắc Kạn",3
342996796,Tỉnh Thái Nguyên,Thành phố Thái Nguyên,,,,,,,Hoàng Văn Thụ,Hoàng Văn Thụ,"Hoàng Văn Thụ, Thành phố Thái Nguyên, Tỉnh Thái Nguyên",3
633554898,Tỉnh Lạng Sơn,,Bình Gia,,,Bình Gia,,,,Vành đai 2,"Vành đai 2 (Quốc lộ 279), Bình Gia, Tỉnh Lạng Sơn",3
635141291,Tỉnh Thái Nguyên,,Võ Nhai,,,,,,,Quốc lộ 1B,"Quốc lộ 1B, Võ Nhai, Tỉnh Thái Nguyên",3
252631811,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,Đường Kon Tum,"Đường Kon Tum, Bắc Kạn, Tỉnh Bắc Kạn",3
595838786,Tỉnh Thái Nguyên,,Phú Lương,,,,,,,Đường tỉnh 263,"Đường tỉnh 263, Phú Lương, Tỉnh Thái Nguyên",3
252631909,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,Nguyễn Thị Minh Khai,"Nguyễn Thị Minh Khai, Bắc Kạn, Tỉnh Bắc Kạn",3
367933491,Tỉnh Thái Nguyên,,Huyện Định Hóa,,,,,,,Đường tỉnh 264,"Đường tỉnh 264, Huyện Định Hóa, Tỉnh Thái Nguyên",3
482699904,Tỉnh Bắc Kạn,,Chợ Đồn,,,,,,,257,"257, Chợ Đồn, Tỉnh Bắc Kạn",3
482882175,Tỉnh Thái Nguyên,,Phú Lương,,,,,,,Quốc lộ 3,"Quốc lộ 3, Phú Lương, Tỉnh Thái Nguyên",3
533158196,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,Cầu Dương Quan,"Cầu Dương Quan, Bắc Kạn, Tỉnh Bắc Kạn",3
482712426,Tỉnh Bắc Kạn,,Chợ Đồn,,,,,,,ĐT.255,"ĐT.255, Chợ Đồn, Tỉnh Bắc Kạn",3
252631755,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,Cầu Huyền Tụng,"Cầu Huyền Tụng, Bắc Kạn, Tỉnh Bắc Kạn",3
633549929,Tỉnh Lạng Sơn,,Bình Gia,,,,,,,226,"226, Bình Gia, Tỉnh Lạng Sơn",3
368862723,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,Đường Thái Nguyên,"Đường Thái Nguyên, Bắc Kạn, Tỉnh Bắc Kạn",3
633589319,Tỉnh Lạng Sơn,,Hữu Lũng,,,Hữu Lũng,,,,ĐT.242,"ĐT.242, Hữu Lũng, Tỉnh Lạng Sơn",3
633547465,Tỉnh Lạng Sơn,,Bắc Sơn,,,Bắc Sơn,,,,Quốc lộ 1B,"Quốc lộ 1B, Bắc Sơn, Tỉnh Lạng Sơn",3
633552227,Tỉnh Lạng Sơn,,Bình Gia,,,Bình Gia,,,,226,"226, Bình Gia, Tỉnh Lạng Sơn",3
368641003,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,Hùng Vương,"Hùng Vương, Bắc Kạn, Tỉnh Bắc Kạn",3
180081767,Tỉnh Bắc Kạn,,Chợ Đồn,,,,,,,254,"254, Chợ Đồn, Tỉnh Bắc Kạn",3
596821503,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Ngách 48/16 Đường Ngọc Hồi,"Ngách 48/16 Đường Ngọc Hồi, Hoàng Mai, Thành phố Hà Nội",3
482808259,Tỉnh Bắc Kạn,,Ba Bể,,,,,,,ĐT 257B,"ĐT 257B, Ba Bể, Tỉnh Bắc Kạn",3
368862720,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,Ngõ 79 Trần Hưng Đạo,"Ngõ 79 Trần Hưng Đạo, Bắc Kạn, Tỉnh Bắc Kạn",3
634692857,Tỉnh Bắc Kạn,,Chợ Mới,,,,,,,ĐT.256,"ĐT.256, Chợ Mới, Tỉnh Bắc Kạn",3
764092617,Tỉnh Thái Nguyên,,Huyện Đồng Hỷ,,,,,,,DT.265,"DT.265, Huyện Đồng Hỷ, Tỉnh Thái Nguyên",3
252631862,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,QL.3B,"QL.3B, Bắc Kạn, Tỉnh Bắc Kạn",3
466162599,Tỉnh Lạng Sơn,,Hữu Lũng,,,,,,,ĐT.244,"ĐT.244, Hữu Lũng, Tỉnh Lạng Sơn",3
598714099,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngách 100/22,"Ngách 100/22, Quận Cầu Giấy, Thành phố Hà Nội",3
526456360,Tỉnh Bắc Kạn,Bắc Kạn,,,,,,,,Thanh Niên,"Thanh Niên, Bắc Kạn, Tỉnh Bắc Kạn",3
459696715,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngõ 32 Trần Vỹ,"Ngõ 32 Trần Vỹ, Quận Cầu Giấy, Thành phố Hà Nội",3
635191888,Tỉnh Thái Nguyên,,Võ Nhai,,,,,,,Quôc lộ 1B,"Quôc lộ 1B, Võ Nhai, Tỉnh Thái Nguyên",3
634706247,Tỉnh Bắc Kạn,,Ngân Sơn,,,,,,,Quốc lộ 3,"Quốc lộ 3, Ngân Sơn, Tỉnh Bắc Kạn",3
465927629,Tỉnh Lạng Sơn,,Văn Quan,,,,,,,Quốc lọ 1B,"Quốc lọ 1B, Văn Quan, Tỉnh Lạng Sơn",3
595293462,Thành phố Hà Nội,,,,Huyện Đông Anh,,,,,Ngõ 5 Xóm Bún,"Ngõ 5 Xóm Bún, Huyện Đông Anh, Thành phố Hà Nội",3
484474599,Tỉnh Hưng Yên,,Yên Mỹ,,,Yên Mỹ,,,,ĐH.44,"ĐH.44, Yên Mỹ, Tỉnh Hưng Yên",3
598753519,Thành phố Hà Nội,,,,Thanh Trì,,,,,Ngõ 63 Thượng Phúc,"Ngõ 63 Thượng Phúc, Thanh Trì, Thành phố Hà Nội",3
600551175,Thành phố Hà Nội,,,,Thanh Trì,,,,,Ngõ 686 Đường Kim Giang,"Ngõ 686 Đường Kim Giang, Thanh Trì, Thành phố Hà Nội",3
599098367,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Ngách 299/39 Đường Hoàng Mai,"Ngách 299/39 Đường Hoàng Mai, Hoàng Mai, Thành phố Hà Nội",3
598693357,Thành phố Hà Nội,,,,Quận Hà Đông,,,,,Ngõ 6,"Ngõ 6, Quận Hà Đông, Thành phố Hà Nội",3
598753537,Thành phố Hà Nội,,,,Thanh Trì,,,,,Ngõ 28 Thượng Phúc,"Ngõ 28 Thượng Phúc, Thanh Trì, Thành phố Hà Nội",3
483229238,Tỉnh Hải Dương,,Bình Giang,,,,,,,ĐT.394,"ĐT.394, Bình Giang, Tỉnh Hải Dương",3
598742497,Thành phố Hà Nội,,,,,,Quận Thanh Xuân,,,Ngách 155/180 Trường Chinh,"Ngách 155/180 Trường Chinh, Quận Thanh Xuân, Thành phố Hà Nội",3
601917634,Thành phố Hà Nội,,,,Quận Hà Đông,,,,,Ngõ 27 Đường Ngô Cầu,"Ngõ 27 Đường Ngô Cầu, Quận Hà Đông, Thành phố Hà Nội",3
597111789,Thành phố Hà Nội,,,,,,Quận Thanh Xuân,,,Ngõ 369 Trường Chinh,"Ngõ 369 Trường Chinh, Quận Thanh Xuân, Thành phố Hà Nội",3
596750958,Thành phố Hà Nội,,,,Huyện Đan Phượng,,,,,Ngõ 65 Đường N12,"Ngõ 65 Đường N12, Huyện Đan Phượng, Thành phố Hà Nội",3
598693339,Thành phố Hà Nội,,,,Quận Hà Đông,,,,,Ngõ 20,"Ngõ 20, Quận Hà Đông, Thành phố Hà Nội",3
297050780,Tỉnh Vĩnh Phúc,Vĩnh Yên,,,,,,,,Đường Mê Linh,"Đường Mê Linh, Vĩnh Yên, Tỉnh Vĩnh Phúc",3
598694074,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Ngách 254/115 Minh Khai,"Ngách 254/115 Minh Khai, Hoàng Mai, Thành phố Hà Nội",3
297167150,Tỉnh Vĩnh Phúc,Vĩnh Yên,,,,,,,,Nguyễn Trãi,"Nguyễn Trãi, Vĩnh Yên, Tỉnh Vĩnh Phúc",3
598675459,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Ngõ 563 Giải Phóng,"Ngõ 563 Giải Phóng, Hoàng Mai, Thành phố Hà Nội",3
598694077,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Ngõ 48 Mai Động,"Ngõ 48 Mai Động, Hoàng Mai, Thành phố Hà Nội",3
579345006,Tỉnh Bắc Ninh,Thành phố Bắc Ninh,,,,,,,,Phố Cáo Bá Quát,"Phố Cáo Bá Quát, Thành phố Bắc Ninh, Tỉnh Bắc Ninh",3
484309499,Tỉnh Hải Dương,,Bình Giang,,,,,,,Đường tỉnh 394,"Đường tỉnh 394, Bình Giang, Tỉnh Hải Dương",3
297167180,Tỉnh Vĩnh Phúc,Vĩnh Yên,,,,,,,,Phố Nguyễn Tư Phúc,"Phố Nguyễn Tư Phúc, Vĩnh Yên, Tỉnh Vĩnh Phúc",3
550034561,Thành phố Hà Nội,,,,Quận Nam Từ Liêm,,,,,Đường Foresa 8,"Đường Foresa 8, Quận Nam Từ Liêm, Thành phố Hà Nội",3
484379354,Tỉnh Thái Bình,,Quỳnh Phụ,,,,,,,QL.10,"QL.10, Quỳnh Phụ, Tỉnh Thái Bình",3
600590040,Thành phố Hà Nội,,,,,,Quận Thanh Xuân,,,Ngõ 71,"Ngõ 71, Quận Thanh Xuân, Thành phố Hà Nội",3
598773392,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngõ 5 Phố Phạm Thận Duật,"Ngõ 5 Phố Phạm Thận Duật, Quận Cầu Giấy, Thành phố Hà Nội",3
164215081,Thành phố Hà Nội,,,,,,Quận Thanh Xuân,,,Ngõ 40 Kim Giang,"Ngõ 40 Kim Giang, Quận Thanh Xuân, Thành phố Hà Nội",3
705508332,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Đường Phạm Hùng,"Đường Phạm Hùng, Quận Cầu Giấy, Thành phố Hà Nội",3
596749904,Thành phố Hà Nội,,,,Quận Hà Đông,,,,,Phố Vũ Văn Cẩn,"Phố Vũ Văn Cẩn, Quận Hà Đông, Thành phố Hà Nội",3
597660949,Thành phố Hà Nội,,,,Thanh Trì,,,,,Ngõ 127 Tựu Liệt,"Ngõ 127 Tựu Liệt, Thanh Trì, Thành phố Hà Nội",3
598670302,Thành phố Hà Nội,,,,,,Quận Thanh Xuân,,,Ngách 155/126 Trường Chinh,"Ngách 155/126 Trường Chinh, Quận Thanh Xuân, Thành phố Hà Nội",3
484379369,Tỉnh Thái Bình,,Đông Hưng,,,,,,,QL.39,"QL.39, Đông Hưng, Tỉnh Thái Bình",3
598686802,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Ngõ 103 Nguyễn An Ninh,"Ngõ 103 Nguyễn An Ninh, Hoàng Mai, Thành phố Hà Nội",3
598693337,Thành phố Hà Nội,,,,Quận Hà Đông,,,,,Ngõ 22,"Ngõ 22, Quận Hà Đông, Thành phố Hà Nội",3
597688264,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Ngách 192/159,"Ngách 192/159, Hoàng Mai, Thành phố Hà Nội",3
597113058,Thành phố Hà Nội,,,,Quận Hà Đông,,,,,Ngõ 103 Dương La Nội,"Ngõ 103 Dương La Nội, Quận Hà Đông, Thành phố Hà Nội",3
459692450,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngõ 243 Phố Mai Dịch,"Ngõ 243 Phố Mai Dịch, Quận Cầu Giấy, Thành phố Hà Nội",3
297312980,Tỉnh Vĩnh Phúc,Vĩnh Yên,,,,,,,,Tô Hiệu,"Tô Hiệu, Vĩnh Yên, Tỉnh Vĩnh Phúc",3
705486882,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngách 76/8,"Ngách 76/8, Quận Cầu Giấy, Thành phố Hà Nội",3
702881707,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngõ 207 Lạc Long Quân,"Ngõ 207 Lạc Long Quân, Quận Cầu Giấy, Thành phố Hà Nội",3
598673827,Thành phố Hà Nội,,,,Huyện Đông Anh,,,,,Đường Mới,"Đường Mới, Huyện Đông Anh, Thành phố Hà Nội",3
684545740,Thành phố Hà Nội,,,,,,Quận Thanh Xuân,,,Ngõ 196 Khương Đình,"Ngõ 196 Khương Đình, Quận Thanh Xuân, Thành phố Hà Nội",3
596714504,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Cầu Dậu,"Cầu Dậu, Hoàng Mai, Thành phố Hà Nội",3
705487902,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Đường Khuất Duy Tiến,"Đường Khuất Duy Tiến, Quận Cầu Giấy, Thành phố Hà Nội",3
599121647,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Ngách 192/334,"Ngách 192/334, Hoàng Mai, Thành phố Hà Nội",3
702889627,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Ngõ 182 Phố Tân Mai,"Ngõ 182 Phố Tân Mai, Hoàng Mai, Thành phố Hà Nội",3
527458258,Thành phố Hà Nội,,,,Quận Hà Đông,,,,,Phố Cầu Am,"Phố Cầu Am, Quận Hà Đông, Thành phố Hà Nội",3
684923005,Thành phố Hà Nội,,,,Quận Hà Đông,,,,,Ngõ 77,"Ngõ 77, Quận Hà Đông, Thành phố Hà Nội",3
599118137,Thành phố Hà Nội,,,,Huyện Đan Phượng,,,,,Ngách 23 Ngõ 128 Đường Tỉnh 422,"Ngách 23 Ngõ 128 Đường Tỉnh 422, Huyện Đan Phượng, Thành phố Hà Nội",3
684529075,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngách 89/3 Lạc Long Quân,"Ngách 89/3 Lạc Long Quân, Quận Cầu Giấy, Thành phố Hà Nội",3
25936582,Thành phố Hà Nội,,,,Thanh Trì,,,,,Đường Đại Hưng,"Đường Đại Hưng, Thanh Trì, Thành phố Hà Nội",3
598686812,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Ngõ 71 Nguyễn An Ninh,"Ngõ 71 Nguyễn An Ninh, Hoàng Mai, Thành phố Hà Nội",3
464204650,Tỉnh Hưng Yên,,Mỹ Hào,,,,,,,trục chính xuân đào,"trục chính xuân đào, Mỹ Hào, Tỉnh Hưng Yên",3
684921145,Thành phố Hà Nội,,,,Thanh Oai,,,,,Ngõ 27,"Ngõ 27, Thanh Oai, Thành phố Hà Nội",3
597659059,Thành phố Hà Nội,,,,Huyện Đan Phượng,,,,,Ngõ 37 Đường Ngọc Kiệu,"Ngõ 37 Đường Ngọc Kiệu, Huyện Đan Phượng, Thành phố Hà Nội",3
597561712,Thành phố Hà Nội,,,,Thanh Trì,,,,,Ngõ 304 Tựu Liệt,"Ngõ 304 Tựu Liệt, Thanh Trì, Thành phố Hà Nội",3
685028350,Thành phố Hà Nội,,,,Quận Hà Đông,,,,,Ngõ 46 Ngô Quyền,"Ngõ 46 Ngô Quyền, Quận Hà Đông, Thành phố Hà Nội",3
684537445,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Ngách 99/129 Định Công Hạ,"Ngách 99/129 Định Công Hạ, Hoàng Mai, Thành phố Hà Nội",3
684912250,Thành phố Hà Nội,,,,Thanh Trì,,,,,Ngõ 6 Cầu Bươu,"Ngõ 6 Cầu Bươu, Thanh Trì, Thành phố Hà Nội",3
597610687,Thành phố Hà Nội,,,,Thanh Trì,,,,,Ngách 178/23 Phan Trọng Tuệ,"Ngách 178/23 Phan Trọng Tuệ, Thanh Trì, Thành phố Hà Nội",3
597678002,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Ngách 1 Ngõ 36 Trần Điền,"Ngách 1 Ngõ 36 Trần Điền, Hoàng Mai, Thành phố Hà Nội",3
597617152,Thành phố Hà Nội,,,,Huyện Đan Phượng,,,,,Đường Thượng Hội,"Đường Thượng Hội, Huyện Đan Phượng, Thành phố Hà Nội",3
684921430,Thành phố Hà Nội,,,,Quận Hà Đông,,,,,Ngõ 129,"Ngõ 129, Quận Hà Đông, Thành phố Hà Nội",3
684532705,Thành phố Hà Nội,,,,,,Quận Thanh Xuân,,,Ngõ 665 Vũ Tông Phan,"Ngõ 665 Vũ Tông Phan, Quận Thanh Xuân, Thành phố Hà Nội",3
484474598,Tỉnh Hưng Yên,,Yên Mỹ,,,Yên Mỹ,,,,ĐH.43,"ĐH.43, Yên Mỹ, Tỉnh Hưng Yên",3
684529345,Thành phố Hà Nội,,,,,,Quận Thanh Xuân,,,Ngõ 4 Kim Giang,"Ngõ 4 Kim Giang, Quận Thanh Xuân, Thành phố Hà Nội",3
597608179,Thành phố Hà Nội,,,,Huyện Đan Phượng,,,,,Ngõ 64 Đường Phan Long,"Ngõ 64 Đường Phan Long, Huyện Đan Phượng, Thành phố Hà Nội",3
684917890,Thành phố Hà Nội,,,,Quận Hà Đông,,,,,Ngõ 14,"Ngõ 14, Quận Hà Đông, Thành phố Hà Nội",3
596731904,Thành phố Hà Nội,,,,Huyện Đan Phượng,,,,,Ngõ 61 Đường Bãi Tháp,"Ngõ 61 Đường Bãi Tháp, Huyện Đan Phượng, Thành phố Hà Nội",3
747924595,Thành phố Hà Nội,,,,Huyện Sóc Sơn,,,,,16,"16, Huyện Sóc Sơn, Thành phố Hà Nội",3
684534490,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Ngõ 202 Định Công Hạ,"Ngõ 202 Định Công Hạ, Hoàng Mai, Thành phố Hà Nội",3
445432701,Tỉnh Bắc Ninh,Thành phố Bắc Ninh,,,,,,,,Cầu Đại Phúc,"Cầu Đại Phúc, Thành phố Bắc Ninh, Tỉnh Bắc Ninh",3
553763821,Thành phố Hà Nội,,,,Huyện Sóc Sơn,,,,,ĐT.296,"ĐT.296, Huyện Sóc Sơn, Thành phố Hà Nội",3
684531325,Thành phố Hà Nội,,,,,,Quận Thanh Xuân,,,Ngõ 44 Thượng Đình,"Ngõ 44 Thượng Đình, Quận Thanh Xuân, Thành phố Hà Nội",3
374331253,Tỉnh Bắc Ninh,Thành phố Bắc Ninh,,,,,,,,Đường Võ Cường 117,"Đường Võ Cường 117, Thành phố Bắc Ninh, Tỉnh Bắc Ninh",3
684533740,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Ngõ 68 Phố Định Công Thượng,"Ngõ 68 Phố Định Công Thượng, Hoàng Mai, Thành phố Hà Nội",3
458581460,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Ngõ 467 Lĩnh Nam,"Ngõ 467 Lĩnh Nam, Hoàng Mai, Thành phố Hà Nội",3
597113043,Thành phố Hà Nội,,,,,,Quận Thanh Xuân,,,Ngõ 22 Nguyễn Ngọc Nại,"Ngõ 22 Nguyễn Ngọc Nại, Quận Thanh Xuân, Thành phố Hà Nội",3
529188238,Tỉnh Bắc Ninh,,Yên Phong,,,,,,,Cầu Trung Nghĩa,"Cầu Trung Nghĩa, Yên Phong, Tỉnh Bắc Ninh",3
777634834,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Cầu Sông Sét,"Cầu Sông Sét, Hoàng Mai, Thành phố Hà Nội",3
469655668,Tỉnh Bắc Giang,Bắc Giang,,,,,,,,284,"284, Bắc Giang, Tỉnh Bắc Giang",3
597648347,Thành phố Hà Nội,,,,Huyện Đan Phượng,,,,,Ngõ 269 Đường 422,"Ngõ 269 Đường 422, Huyện Đan Phượng, Thành phố Hà Nội",3
597111783,Thành phố Hà Nội,,,,,,Quận Thanh Xuân,,,Ngõ 40 Tô Vĩnh Diện,"Ngõ 40 Tô Vĩnh Diện, Quận Thanh Xuân, Thành phố Hà Nội",3
457922450,Thành phố Hà Nội,,,,,,Quận Thanh Xuân,,,Ngõ 102 Khuất Duy Tiến,"Ngõ 102 Khuất Duy Tiến, Quận Thanh Xuân, Thành phố Hà Nội",3
597608117,Thành phố Hà Nội,,,,Huyện Đan Phượng,,,,,Ngõ 112 Đường Phan Xích,"Ngõ 112 Đường Phan Xích, Huyện Đan Phượng, Thành phố Hà Nội",3
399200356,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Trung Yên 11A,"Trung Yên 11A, Quận Cầu Giấy, Thành phố Hà Nội",3
12176597,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Phố Hưng Phúc,"Phố Hưng Phúc, Hoàng Mai, Thành phố Hà Nội",3
707391499,Thành phố Hà Nội,,,,Huyện Quốc Oai,,,,,Đại lộ Thăng Long,"Đại lộ Thăng Long, Huyện Quốc Oai, Thành phố Hà Nội",3
707397259,Thành phố Hà Nội,,,,Huyện Quốc Oai,,,,,Hẻm 28/91/78 Đường Hoàng Xá,"Hẻm 28/91/78 Đường Hoàng Xá, Huyện Quốc Oai, Thành phố Hà Nội",3
