osm_id,state,city,county,district,city_district,town,suburb,village,neighbourhood,road,address,status
587976967,Tỉnh Phú Thọ,Việt Trì,,,,,,,,Nguyễn Tất Thành,"Nguyễn Tất Thành, Việt Trì, Tỉnh Phú Thọ",3
546126801,Tỉnh Cà Mau,,Trần Văn Thời,,,Trần Văn Thời,,,,Đường Dường Vàn Thà,"Đường Dường Vàn Thà, Trần Văn Thời, Tỉnh Cà Mau",3
570587154,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngõ 169 Doãn Kế Thiện,"Ngõ 169 Doãn Kế Thiện, Quận Cầu Giấy, Thành phố Hà Nội",3
559962867,Tỉnh Quảng Nam,Thành phố Tam Kỳ,,,,,,,,Nguyễn Tất Thành,"Nguyễn Tất Thành, Thành phố Tam Kỳ, Tỉnh Quảng Nam",3
584375627,Tỉnh Quảng Nam,,Núi Thành,,,,,,,Old Runway 14/32,"Old Runway 14/32, Núi Thành, Tỉnh Quảng Nam",3
571634184,Tỉnh Tây Ninh,Thành phố Tây Ninh,,,,,,,,hẻm 6 Ba Mươi Tháng Tư,"hẻm 6 Ba Mươi Tháng Tư, Thành phố Tây Ninh, Tỉnh Tây Ninh",3
591022117,Thành phố Hà Nội,,,,,,Quận Thanh Xuân,,,Ngách 11 Ngõ 11 Nguyễn Quý Đức,"Ngách 11 Ngõ 11 Nguyễn Quý Đức, Quận Thanh Xuân, Thành phố Hà Nội",3
591022162,Thành phố Hà Nội,,,,,,Quận Thanh Xuân,,,Đường Lương Thế Vinh,"Đường Lương Thế Vinh, Quận Thanh Xuân, Thành phố Hà Nội",3
593624179,Quảng Ngãi,Quảng Ngãi,,,,,Phường Trần Hưng Đạo,,,Đại Lộ Hùng Vương,"Đại Lộ Hùng Vương, Phường Trần Hưng Đạo, Quảng Ngãi",3
593644009,Quảng Ngãi,Quảng Ngãi,,,,,Phường Nghĩa Chánh,,,ĐƯỜNG MAI ĐÌNH DÕNG,"ĐƯỜNG MAI ĐÌNH DÕNG, Phường Nghĩa Chánh, Quảng Ngãi",3
593651539,Tỉnh Quảng Nam,Thành phố Tam Kỳ,,,,,,,,Trương Chí Cương,"Trương Chí Cương, Thành phố Tam Kỳ, Tỉnh Quảng Nam",3
586748297,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngõ 165 Cầu Giấy,"Ngõ 165 Cầu Giấy, Quận Cầu Giấy, Thành phố Hà Nội",3
546125885,Tỉnh Cà Mau,,Trần Văn Thời,,,Trần Văn Thời,,,,987A,"987A, Trần Văn Thời, Tỉnh Cà Mau",3
547031270,Tỉnh Cà Mau,,Trần Văn Thời,,,Trần Văn Thời,,,,Đường Nguyền Ngọc Sanh,"Đường Nguyền Ngọc Sanh, Trần Văn Thời, Tỉnh Cà Mau",3
591021437,Thành phố Hà Nội,,,,,,Quận Thanh Xuân,,,Đường Nguyễn Trãi,"Đường Nguyễn Trãi, Quận Thanh Xuân, Thành phố Hà Nội",3
589018439,Tỉnh Phú Thọ,Việt Trì,,,,,,,,Đường Trần Phú,"Đường Trần Phú, Việt Trì, Tỉnh Phú Thọ",3
591693347,Tỉnh Bình Thuận,Phan Thiết,,,,,,,,Lê Văn Phấn,"Lê Văn Phấn, Phan Thiết, Tỉnh Bình Thuận",3
550244076,Tỉnh Phú Thọ,,,,,Thị xã Phú Thọ,,,,Phố Phú Bình,"Phố Phú Bình, Thị xã Phú Thọ, Tỉnh Phú Thọ",3
567218543,Tỉnh Tây Ninh,Thành phố Tây Ninh,,,,,,,,hẻm 29 Trần Hưng Đạo,"hẻm 29 Trần Hưng Đạo, Thành phố Tây Ninh, Tỉnh Tây Ninh",3
591458403,Tỉnh Hòa Bình,Thành phố Hoà Bình,,,,,,,,Cù Chính Lan,"Cù Chính Lan, Thành phố Hoà Bình, Tỉnh Hòa Bình",3
553264671,Tỉnh Khánh Hòa,Nha Trang,,,,,,,,Hoàng Minh Thảo,"Hoàng Minh Thảo, Nha Trang, Tỉnh Khánh Hòa",3
542376870,Thành phố Hà Nội,,,,Quận Hà Đông,,,,,Tô Hiệu,"Tô Hiệu, Quận Hà Đông, Thành phố Hà Nội",3
591693318,Tỉnh Bình Thuận,Phan Thiết,,,,,,,,Nguyễn Tương,"Nguyễn Tương, Phan Thiết, Tỉnh Bình Thuận",3
570575348,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Ngõ 236,"Ngõ 236, Hoàng Mai, Thành phố Hà Nội",3
570584498,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Phố Trịnh Đình Cửu,"Phố Trịnh Đình Cửu, Hoàng Mai, Thành phố Hà Nội",3
547617125,Tỉnh Khánh Hòa,,Khánh Vĩnh,,,,,,,Tinh Lo 8,"Tinh Lo 8, Khánh Vĩnh, Tỉnh Khánh Hòa",3
584248758,Tỉnh Hòa Bình,,Mai Châu,,,,,Mai Châu,,Hang Chiều,"Hang Chiều, Mai Châu, Tỉnh Hòa Bình",3
514641131,Thành phố Hà Nội,,,,Huyện Thường Tín,,,,,Đường Tỉnh 427,"Đường Tỉnh 427, Huyện Thường Tín, Thành phố Hà Nội",3
593635537,Quảng Ngãi,Quảng Ngãi,,,,,Trương Quang Trọng,,,Nguyễn Văn Linh,"Nguyễn Văn Linh, Trương Quang Trọng, Quảng Ngãi",3
593629807,Quảng Ngãi,Quảng Ngãi,,,,,Phường Nguyễn Nghiêm,,,Quang Trung,"Quang Trung, Phường Nguyễn Nghiêm, Quảng Ngãi",3
593646982,Tỉnh Quảng Nam,Thành phố Tam Kỳ,,,,,,,,Hùng Vương,"Hùng Vương, Thành phố Tam Kỳ, Tỉnh Quảng Nam",3
568518822,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngõ 43 Phố Trung Kính,"Ngõ 43 Phố Trung Kính, Quận Cầu Giấy, Thành phố Hà Nội",3
556904766,Hà Tĩnh,Hà Tĩnh,,,,,Nguyễn Du,,,Xuân Diệu,"Xuân Diệu, Nguyễn Du, Hà Tĩnh",3
570570042,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Trần Kim Xuyến,"Trần Kim Xuyến, Quận Cầu Giấy, Thành phố Hà Nội",3
556907991,Hà Tĩnh,Hà Tĩnh,,,,,Nam Hà,,,Ngõ 7 xuân diệu,"Ngõ 7 xuân diệu, Nam Hà, Hà Tĩnh",3
570571437,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngõ 221,"Ngõ 221, Quận Cầu Giấy, Thành phố Hà Nội",3
593638112,Hà Tĩnh,Hà Tĩnh,,,,,Thạch Qúy,,,Nguyễn Công Trứ,"Nguyễn Công Trứ, Thạch Qúy, Hà Tĩnh",3
550244075,Tỉnh Phú Thọ,,,,,Thị xã Phú Thọ,,,,Đường Sông Hồng,"Đường Sông Hồng, Thị xã Phú Thọ, Tỉnh Phú Thọ",3
557276631,Hà Tĩnh,,Cẩm Xuyên,,,,,,,Quốc lộ 1,"Quốc lộ 1, Cẩm Xuyên, Hà Tĩnh",3
559594881,Tỉnh Quảng Nam,Thành phố Tam Kỳ,,,,,,,,Nguyễn Thái Bình,"Nguyễn Thái Bình, Thành phố Tam Kỳ, Tỉnh Quảng Nam",3
571639452,Tỉnh Tây Ninh,Thành phố Tây Ninh,,,,,,,,hẻm 13 Trần Hưng Đạo,"hẻm 13 Trần Hưng Đạo, Thành phố Tây Ninh, Tỉnh Tây Ninh",3
554200325,Thành phố Hà Nội,,,,Huyện Đông Anh,,,,,Đê Phương Trạch,"Đê Phương Trạch, Huyện Đông Anh, Thành phố Hà Nội",3
579331958,Tỉnh Bắc Ninh,Thành phố Bắc Ninh,,,,,,,,Lý Cao Tông,"Lý Cao Tông, Thành phố Bắc Ninh, Tỉnh Bắc Ninh",3
657444792,Tỉnh Bình Phước,Thành phố Đồng Xoài,,,,,,,,Quốc lộ 14,"Quốc lộ 14, Thành phố Đồng Xoài, Tỉnh Bình Phước",3
595471597,Tỉnh Quảng Nam,Thành phố Tam Kỳ,,,,,,,,Trần Phú,"Trần Phú, Thành phố Tam Kỳ, Tỉnh Quảng Nam",3
556960475,Hà Tĩnh,Hà Tĩnh,,,,,Nguyễn Du,,,Nguyễn Huy Tự,"Nguyễn Huy Tự, Nguyễn Du, Hà Tĩnh",3
556964585,Hà Tĩnh,Hà Tĩnh,,,,,Tân Giang,,,Lý Tự Trọng,"Lý Tự Trọng, Tân Giang, Hà Tĩnh",3
556945250,Hà Tĩnh,Hà Tĩnh,,,,,Nam Hà,,,Xuân Diệu,"Xuân Diệu, Nam Hà, Hà Tĩnh",3
556954085,Hà Tĩnh,,Thạch Hà,,,,,,,Tl 3,"Tl 3, Thạch Hà, Hà Tĩnh",3
554202135,Thành phố Hà Nội,,,,Huyện Đông Anh,,,,,Đường Đông Hội,"Đường Đông Hội, Huyện Đông Anh, Thành phố Hà Nội",3
554280105,Hà Tĩnh,Hà Tĩnh,,,,,Nam Hà,,,Trần Phú,"Trần Phú, Nam Hà, Hà Tĩnh",3
529113206,Tỉnh Long An,,Vĩnh Hưng,,,Vĩnh Hưng,,,,Võ Văn Tần,"Võ Văn Tần, Vĩnh Hưng, Tỉnh Long An",3
559971830,Tỉnh Quảng Nam,Thành phố Tam Kỳ,,,,,,,,Phan Châu Trinh,"Phan Châu Trinh, Thành phố Tam Kỳ, Tỉnh Quảng Nam",3
595472553,Tỉnh Quảng Nam,Thành phố Tam Kỳ,,,,,,,,Trần Hưng Đạo,"Trần Hưng Đạo, Thành phố Tam Kỳ, Tỉnh Quảng Nam",3
556906515,Hà Tĩnh,Hà Tĩnh,,,,,Nam Hà,,,Hà Tôn Mục,"Hà Tôn Mục, Nam Hà, Hà Tĩnh",3
556907985,Hà Tĩnh,Hà Tĩnh,,,,,Nam Hà,,,trần thị hường,"trần thị hường, Nam Hà, Hà Tĩnh",3
556942035,Hà Tĩnh,Hà Tĩnh,,,,,Văn Yên,Văn Yên,,Phan Đình Phùng,"Phan Đình Phùng, Văn Yên, Hà Tĩnh",3
562951535,Thành phố Hà Nội,,,,Thanh Trì,,,,,Ngõ 83,"Ngõ 83, Thanh Trì, Thành phố Hà Nội",3
557186820,Hà Tĩnh,Hà Tĩnh,,,,,Nam Hà,,,Lê Bôi,"Lê Bôi, Nam Hà, Hà Tĩnh",3
557193255,Hà Tĩnh,Hà Tĩnh,,,,,Nam Hà,,,Vũ Quang,"Vũ Quang, Nam Hà, Hà Tĩnh",3
556949760,Hà Tĩnh,Hà Tĩnh,,,,,Tân Giang,,,Ngõ 19 Đường Nguyễn Công Trứ,"Ngõ 19 Đường Nguyễn Công Trứ, Tân Giang, Hà Tĩnh",3
556955010,Hà Tĩnh,Hà Tĩnh,,,,,Nam Hà,,,Nguyễn Khắc Viện,"Nguyễn Khắc Viện, Nam Hà, Hà Tĩnh",3
556955145,Hà Tĩnh,Hà Tĩnh,,,,,Tân Giang,,,Ngõ 21 Đường Nguyễn Công Trứ,"Ngõ 21 Đường Nguyễn Công Trứ, Tân Giang, Hà Tĩnh",3
595927173,Thành phố Hà Nội,,,,Quận Hà Đông,,,,,Transfer between the Metro and the HSR,"Transfer between the Metro and the HSR, Quận Hà Đông, Thành phố Hà Nội",3
531958121,Tỉnh Quảng Nam,Thành phố Tam Kỳ,,,,,,,,Phạm Văn Xảo,"Phạm Văn Xảo, Thành phố Tam Kỳ, Tỉnh Quảng Nam",3
532520411,Tỉnh Quảng Nam,Thành phố Tam Kỳ,,,,,,,,Phan Đình Phùng,"Phan Đình Phùng, Thành phố Tam Kỳ, Tỉnh Quảng Nam",3
559959000,Tỉnh Quảng Nam,Thành phố Tam Kỳ,,,,,,,,Thanh Hóa,"Thanh Hóa, Thành phố Tam Kỳ, Tỉnh Quảng Nam",3
589521939,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Ngõ 13 Đường Lĩnh Nam,"Ngõ 13 Đường Lĩnh Nam, Hoàng Mai, Thành phố Hà Nội",3
589268874,Tỉnh Phú Thọ,Việt Trì,,,,,,,,Đường Nguyễn Du,"Đường Nguyễn Du, Việt Trì, Tỉnh Phú Thọ",3
542486131,Tỉnh Lâm Đồng,Đà Lạt,,,,,,,,Mẫu Tâm,"Mẫu Tâm, Đà Lạt, Tỉnh Lâm Đồng",3
563361115,Tỉnh Phú Thọ,Việt Trì,,,,,,,,Phố Hàn Thuyên,"Phố Hàn Thuyên, Việt Trì, Tỉnh Phú Thọ",3
595927289,Thành phố Hà Nội,,,,Quận Hà Đông,,,,,Phố Hoàng Công,"Phố Hoàng Công, Quận Hà Đông, Thành phố Hà Nội",3
568518816,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngõ 20 Nguyễn Chánh,"Ngõ 20 Nguyễn Chánh, Quận Cầu Giấy, Thành phố Hà Nội",3
570575346,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Nguyễn Công Thái,"Nguyễn Công Thái, Hoàng Mai, Thành phố Hà Nội",3
570578601,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngõ 68 Trung Kính,"Ngõ 68 Trung Kính, Quận Cầu Giấy, Thành phố Hà Nội",3
589381242,Tỉnh Hải Dương,,Cẩm Giàng,,,,,,,Đường Đê,"Đường Đê, Cẩm Giàng, Tỉnh Hải Dương",3
588536052,Tỉnh Phú Thọ,Việt Trì,,,,,,,,Đường Hùng Vương,"Đường Hùng Vương, Việt Trì, Tỉnh Phú Thọ",3
567218540,Tỉnh Tây Ninh,Thành phố Tây Ninh,,,,,,,,hẻm 23 Trần Hưng Đạo,"hẻm 23 Trần Hưng Đạo, Thành phố Tây Ninh, Tỉnh Tây Ninh",3
591022808,Thành phố Hà Nội,,,,,,Quận Thanh Xuân,,,Nguyễn Quý Đức,"Nguyễn Quý Đức, Quận Thanh Xuân, Thành phố Hà Nội",3
568518815,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngõ 48 Nguyễn Chánh,"Ngõ 48 Nguyễn Chánh, Quận Cầu Giấy, Thành phố Hà Nội",3
591453417,Tỉnh Hòa Bình,Thành phố Hoà Bình,,,,,,,,Phan Bội Châu,"Phan Bội Châu, Thành phố Hoà Bình, Tỉnh Hòa Bình",3
571634181,Tỉnh Tây Ninh,Thành phố Tây Ninh,,,,,,,,hẻm 4 Ba Mươi Tháng Tư,"hẻm 4 Ba Mươi Tháng Tư, Thành phố Tây Ninh, Tỉnh Tây Ninh",3
571635276,Tỉnh Tây Ninh,Thành phố Tây Ninh,,,,,,,,hẻm 12 Hoàng Lê Kha,"hẻm 12 Hoàng Lê Kha, Thành phố Tây Ninh, Tỉnh Tây Ninh",3
541543856,Tỉnh Bình Thuận,Phan Thiết,,,,,,,,Hải Thượng Lãn Ông,"Hải Thượng Lãn Ông, Phan Thiết, Tỉnh Bình Thuận",3
541543886,Tỉnh Bình Thuận,Phan Thiết,,,,,,,,Trưng Nhị,"Trưng Nhị, Phan Thiết, Tỉnh Bình Thuận",3
570575345,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Phố Nguyễn Cảnh Dị,"Phố Nguyễn Cảnh Dị, Hoàng Mai, Thành phố Hà Nội",3
570583310,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Phố Nguyễn Chánh,"Phố Nguyễn Chánh, Quận Cầu Giấy, Thành phố Hà Nội",3
657444775,Tỉnh Bình Phước,,Huyện Đồng Phú,,,,,,,Phú Riềng Đỏ,"Phú Riềng Đỏ, Huyện Đồng Phú, Tỉnh Bình Phước",3
570604475,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngõ 99 Nguyễn Khang,"Ngõ 99 Nguyễn Khang, Quận Cầu Giấy, Thành phố Hà Nội",3
597594902,Thành phố Hà Nội,,,,,,Quận Thanh Xuân,,,Đường Hồ Rùa,"Đường Hồ Rùa, Quận Thanh Xuân, Thành phố Hà Nội",3
568518825,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngõ 123 Trung Kính,"Ngõ 123 Trung Kính, Quận Cầu Giấy, Thành phố Hà Nội",3
593647268,Thành phố Đà Nẵng,,,,Hòa Vang,,,,,Đường Hai Bà Trưng,"Đường Hai Bà Trưng, Hòa Vang, Thành phố Đà Nẵng",3
556947916,Hà Tĩnh,Hà Tĩnh,,,,,Nam Hà,,,ngõ 2 xuân Diệu,"ngõ 2 xuân Diệu, Nam Hà, Hà Tĩnh",3
556954996,Hà Tĩnh,Hà Tĩnh,,,,,Tân Giang,,,ngõ 10 xuân diệu,"ngõ 10 xuân diệu, Tân Giang, Hà Tĩnh",3
556963741,Hà Tĩnh,Hà Tĩnh,,,,,Thạch Qúy,,,La Sơn Phu Tử,"La Sơn Phu Tử, Thạch Qúy, Hà Tĩnh",3
556971541,Hà Tĩnh,Hà Tĩnh,,,,,Nguyễn Du,,,Trịnh Khắc Lập,"Trịnh Khắc Lập, Nguyễn Du, Hà Tĩnh",3
557174491,Hà Tĩnh,Hà Tĩnh,,,,,Tân Giang,,,Phan Khắc Hoà,"Phan Khắc Hoà, Tân Giang, Hà Tĩnh",3
559671166,Tỉnh Quảng Nam,Thành phố Tam Kỳ,,,,,,,,Huỳnh Thúc Kháng,"Huỳnh Thúc Kháng, Thành phố Tam Kỳ, Tỉnh Quảng Nam",3
570571770,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Đường Hồ Tùng Mậu,"Đường Hồ Tùng Mậu, Quận Cầu Giấy, Thành phố Hà Nội",3
568518820,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngách 20/2 Nguyễn Chánh,"Ngách 20/2 Nguyễn Chánh, Quận Cầu Giấy, Thành phố Hà Nội",3
570574830,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngõ 15 Phố Duy Tân,"Ngõ 15 Phố Duy Tân, Quận Cầu Giấy, Thành phố Hà Nội",3
598693354,Thành phố Hà Nội,,,,Quận Hà Đông,,,,,Ngõ 2,"Ngõ 2, Quận Hà Đông, Thành phố Hà Nội",3
598756942,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngách 20 Ngõ 1 Võ Chí Công,"Ngách 20 Ngõ 1 Võ Chí Công, Quận Cầu Giấy, Thành phố Hà Nội",3
598756939,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngõ 27 Võ Chí Công,"Ngõ 27 Võ Chí Công, Quận Cầu Giấy, Thành phố Hà Nội",3
598777789,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngõ 3 Đường Phạm Văn Đồng,"Ngõ 3 Đường Phạm Văn Đồng, Quận Cầu Giấy, Thành phố Hà Nội",3
570595075,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Đường Nguyễn Phong Sắc,"Đường Nguyễn Phong Sắc, Quận Cầu Giấy, Thành phố Hà Nội",3
595073034,Tỉnh Tây Ninh,,Tân Biên,,,,,,,Quốc lộ 22B,"Quốc lộ 22B, Tân Biên, Tỉnh Tây Ninh",3
583151046,Tỉnh Tây Ninh,,Thị xã Trảng Bàng,,,,,,,Bình Nguyên 1,"Bình Nguyên 1, Thị xã Trảng Bàng, Tỉnh Tây Ninh",3
556900196,Hà Tĩnh,Hà Tĩnh,,,,,Tân Giang,,,Đặng Dung,"Đặng Dung, Tân Giang, Hà Tĩnh",3
579345020,Tỉnh Bắc Ninh,Thành phố Bắc Ninh,,,,,,,,Đường Văn Miếu,"Đường Văn Miếu, Thành phố Bắc Ninh, Tỉnh Bắc Ninh",3
559669256,Tỉnh Quảng Nam,Thành phố Tam Kỳ,,,,,,,,Lê Vĩnh Huy,"Lê Vĩnh Huy, Thành phố Tam Kỳ, Tỉnh Quảng Nam",3
598273829,Tỉnh Bình Thuận,,,,,La Gi,,,,Đường D1,"Đường D1, La Gi, Tỉnh Bình Thuận",3
599217664,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngõ 116,"Ngõ 116, Quận Cầu Giấy, Thành phố Hà Nội",3
599507164,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngách 1/52,"Ngách 1/52, Quận Cầu Giấy, Thành phố Hà Nội",3
588630036,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Phố Dương Đình Nghệ,"Phố Dương Đình Nghệ, Quận Cầu Giấy, Thành phố Hà Nội",3
589652301,Tỉnh Lâm Đồng,Đà Lạt,,,,,,,,Ba Tháng Hai,"Ba Tháng Hai, Đà Lạt, Tỉnh Lâm Đồng",3
585132225,Tỉnh Lào Cai,,Sa Pa,,,Sa Pa,,,,Đường Hoàng Liên,"Đường Hoàng Liên, Sa Pa, Tỉnh Lào Cai",3
568059436,Thành phố Hà Nội,,,,,,Quận Thanh Xuân,,,Phố Lê Trọng Tấn,"Phố Lê Trọng Tấn, Quận Thanh Xuân, Thành phố Hà Nội",3
605872048,Đắk Lắk,,,,,Buôn Hồ,,,,Nguyễn Tất Thành,"Nguyễn Tất Thành, Buôn Hồ, Đắk Lắk",3
579331960,Tỉnh Bắc Ninh,Thành phố Bắc Ninh,,,,,,,,Lý Thái Tổ,"Lý Thái Tổ, Thành phố Bắc Ninh, Tỉnh Bắc Ninh",3
599961394,Thành phố Đà Nẵng,,,,Hòa Vang,,,,,Đường Âu Cơ,"Đường Âu Cơ, Hòa Vang, Thành phố Đà Nẵng",3
599961397,Thành phố Đà Nẵng,,,,Hòa Vang,,,,,Đường Mê Linh,"Đường Mê Linh, Hòa Vang, Thành phố Đà Nẵng",3
599966989,Thành phố Đà Nẵng,,,,Hòa Vang,,,,,Đường An Ngãi,"Đường An Ngãi, Hòa Vang, Thành phố Đà Nẵng",3
596400324,Quảng Ngãi,Quảng Ngãi,,,,,Phường Trần Phú,,,Đường Tô Hiến Thành,"Đường Tô Hiến Thành, Phường Trần Phú, Quảng Ngãi",3
599993732,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Ngõ 751 Trương Định,"Ngõ 751 Trương Định, Hoàng Mai, Thành phố Hà Nội",3
599970572,Thành phố Đà Nẵng,,,,Hòa Vang,,,,,Đường Số 2,"Đường Số 2, Hòa Vang, Thành phố Đà Nẵng",3
570573151,Thành phố Hà Nội,,,,,,Quận Thanh Xuân,,,Ngõ 128 Phố Vọng,"Ngõ 128 Phố Vọng, Quận Thanh Xuân, Thành phố Hà Nội",3
583540345,Thành phố Đà Nẵng,,,,Liên Chiểu,,,,,Đường Bàu Năng 11,"Đường Bàu Năng 11, Liên Chiểu, Thành phố Đà Nẵng",3
593643051,Tỉnh Quảng Nam,Thành phố Tam Kỳ,,,,,,,,Đỗ Đăng Tuyển,"Đỗ Đăng Tuyển, Thành phố Tam Kỳ, Tỉnh Quảng Nam",3
567218546,Tỉnh Tây Ninh,Thành phố Tây Ninh,,,,,,,,hẻm 9 Trần Hưng Đạo,"hẻm 9 Trần Hưng Đạo, Thành phố Tây Ninh, Tỉnh Tây Ninh",3
599510189,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngách 1/38,"Ngách 1/38, Quận Cầu Giấy, Thành phố Hà Nội",3
675574002,Tỉnh Bình Phước,,Bù Đăng,,,,,,,đường nhà Văn,"đường nhà Văn, Bù Đăng, Tỉnh Bình Phước",3
600497152,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngõ 95 Hồ Tùng Mậu,"Ngõ 95 Hồ Tùng Mậu, Quận Cầu Giấy, Thành phố Hà Nội",3
600543467,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngõ 5 Phố Phan Văn Trường,"Ngõ 5 Phố Phan Văn Trường, Quận Cầu Giấy, Thành phố Hà Nội",3
570571436,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Đường Trung Kính,"Đường Trung Kính, Quận Cầu Giấy, Thành phố Hà Nội",3
593635180,Quảng Ngãi,Quảng Ngãi,,,,,Phường Nghĩa Lộ,,,Lê Lợi,"Lê Lợi, Phường Nghĩa Lộ, Quảng Ngãi",3
570846461,Tỉnh Lào Cai,,Si Ma Cai,,,Si Ma Cai,,,,Đường 19 tháng 5,"Đường 19 tháng 5, Si Ma Cai, Tỉnh Lào Cai",3
594555565,Tỉnh Quảng Nam,Thành phố Tam Kỳ,,,,,,,,Nguyễn Văn Trỗi,"Nguyễn Văn Trỗi, Thành phố Tam Kỳ, Tỉnh Quảng Nam",3
599507163,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngách 1/26,"Ngách 1/26, Quận Cầu Giấy, Thành phố Hà Nội",3
596970267,Tỉnh Gia Lai,Pleiku,,,,,,,,Bùi Dự,"Bùi Dự, Pleiku, Tỉnh Gia Lai",3
600549569,Thành phố Hà Nội,,,,,,Quận Thanh Xuân,,,Ngách 2 Ngõ 345 Khương Trung,"Ngách 2 Ngõ 345 Khương Trung, Quận Thanh Xuân, Thành phố Hà Nội",3
595927465,Thành phố Hà Nội,,,,Thanh Oai,,,,,Ngõ 5,"Ngõ 5, Thanh Oai, Thành phố Hà Nội",3
597200993,Thành phố Hà Nội,,,,,,Quận Thanh Xuân,,,Ngõ 86 Lê Trọng Tấn,"Ngõ 86 Lê Trọng Tấn, Quận Thanh Xuân, Thành phố Hà Nội",3
601419719,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngõ 93 Phố Trung Kính,"Ngõ 93 Phố Trung Kính, Quận Cầu Giấy, Thành phố Hà Nội",3
591706501,Tỉnh Hòa Bình,Thành phố Hoà Bình,,,,,,,,Hoàng Văn Thụ,"Hoàng Văn Thụ, Thành phố Hoà Bình, Tỉnh Hòa Bình",3
598756404,Thành phố Hà Nội,,,,,,Quận Thanh Xuân,,,Ngõ 12 Nguyễn Văn Trỗi,"Ngõ 12 Nguyễn Văn Trỗi, Quận Thanh Xuân, Thành phố Hà Nội",3
598756944,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngõ 1 Hoàng Quốc Việt,"Ngõ 1 Hoàng Quốc Việt, Quận Cầu Giấy, Thành phố Hà Nội",3
598742607,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngõ 24 Hoàng Quốc Việt,"Ngõ 24 Hoàng Quốc Việt, Quận Cầu Giấy, Thành phố Hà Nội",3
590622836,Tỉnh Hòa Bình,Thành phố Hoà Bình,,,,,,,,Hữu Nghị,"Hữu Nghị, Thành phố Hoà Bình, Tỉnh Hòa Bình",3
601457234,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Ngõ 54 Phố Ngũ Nhạc,"Ngõ 54 Phố Ngũ Nhạc, Hoàng Mai, Thành phố Hà Nội",3
591457601,Tỉnh Hòa Bình,Thành phố Hoà Bình,,,,,,,,Thịnh Lang,"Thịnh Lang, Thành phố Hoà Bình, Tỉnh Hòa Bình",3
591459716,Tỉnh Hòa Bình,Thành phố Hoà Bình,,,,,,,,An Dương Vương,"An Dương Vương, Thành phố Hoà Bình, Tỉnh Hòa Bình",3
600543468,Thành phố Hà Nội,,,,Quận Cầu Giấy,,,,,Ngõ 3 Phố Phan Văn Trường,"Ngõ 3 Phố Phan Văn Trường, Quận Cầu Giấy, Thành phố Hà Nội",3
598767861,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Ngõ 44,"Ngõ 44, Hoàng Mai, Thành phố Hà Nội",3
600551463,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Ngõ 346 Phố Vĩnh Hưng,"Ngõ 346 Phố Vĩnh Hưng, Hoàng Mai, Thành phố Hà Nội",3
598767878,Thành phố Hà Nội,,,,Hoàng Mai,,,,,Ngõ 67 Đường Giáp Bát,"Ngõ 67 Đường Giáp Bát, Hoàng Mai, Thành phố Hà Nội",3
599220267,Thành phố Hà Nội,,,,Quận Hà Đông,,,,,Ngõ 23,"Ngõ 23, Quận Hà Đông, Thành phố Hà Nội",3
